"id","player_id","build_version","started_at","ended_at","duration_seconds","final_round","final_level","death_enemy","total_kills","total_damage_taken","total_xp","end_reason","dodges_used","heals_used","camera_shake","camera_zoom","camera_recoil","condition","hits_taken","damage_events_total","mean_damage_per_hit","input_total","input_mean","jitter_total","jitter_mean","distance_total","distance_mean","speed_mean","speed_sd","enemies_alive_mean","enemies_alive_max","nearest_enemy_dist_mean","projectiles_alive_mean","fps_mean","fps_min","fps_drop_ratio","low_hp_ratio","damage_taken_rate","hits_rate","kill_rate","xp_rate","input_rate","jitter_rate","distance_rate","died"
"79cce2e0-a462-4d63-81d1-e8d2ee2a09fc","C6N291","1.0.0","2026-06-09 13:53:50+00","2026-06-09 13:59:56+00",385,5,29,"",435,93,4812,"win",7,7374,"FALSE","FALSE","TRUE","C3_recoil",93,93,1,92,0.041329739442947,6,0.00269541778975741,20758.01711,9.32525476639712,82.0305480682839,38.4019072719891,33.3688230008985,68,175.664184541779,0,59.5606469002695,55,0,0,0.241558441558442,0.241558441558442,1.12987012987013,12.4987012987013,0.238961038961039,0.0155844155844156,53.9169275584416,FALSE
"79e087ca-270b-4087-b0d4-9d9464369fbd","C23644","1.0.0","2026-06-08 16:20:07+00","2026-06-08 16:26:35+00",410,5,28,"",435,7,3663,"win",1,1380,"TRUE","TRUE","TRUE","C7_all",7,7,1,642,0.374781085814361,15,0.00875656742556918,30980.15655,18.0853219789842,155.709281961471,33.3569574110125,34.1120840630473,62,155.714239754816,0,59.4635143023935,54,0,0,0.0170731707317073,0.0170731707317073,1.0609756097561,8.93414634146341,1.56585365853659,0.0365853658536585,75.5613574390244,FALSE
"7a2a5f50-6269-4136-867f-01efe12eb3b1","C6J145","1.0.0","2026-06-11 13:17:42+00","2026-06-11 13:23:56+00",389,5,30,"",435,21,5205,"win",0,3009,"TRUE","TRUE","TRUE","C7_all",22,22,1,613,0.27390527256479,7,0.0031277926720286,28580.48329,12.7705465996425,123.891867739053,31.0449933191976,45.5138516532618,88,97.6700228016086,0,58.6474530831099,52,0,0,0.0539845758354756,0.0565552699228792,1.11825192802057,13.3804627249357,1.57583547557841,0.0179948586118252,73.4716794087404,FALSE
"7c364856-4292-498d-ab1a-e6d80a700e44","C6C267","1.0.0","2026-06-08 16:12:38+00","2026-06-08 16:21:55+00",585,5,31,"",435,113,6236,"win",19,8833,"TRUE","FALSE","TRUE","C5_shake_recoil",115,115,1,240,0.0745341614906832,25,0.0077639751552795,30887.72324,9.59246063354037,85.6149068322981,35.6159247068215,41.738198757764,80,115.666490649068,0,47.166149068323,40,0.702173913043478,0,0.193162393162393,0.196581196581197,0.743589743589744,10.6598290598291,0.41025641025641,0.0427350427350427,52.7995269059829,FALSE
"7cbc6bac-31b7-4341-8e27-9e0e39ea6ad5","C6F196","1.0.0","2026-06-11 13:14:16+00","2026-06-11 13:20:10+00",383,5,31,"",435,43,6056,"win",2,2447,"TRUE","FALSE","FALSE","C1_shake",43,43,1,588,0.324324324324324,28,0.0154440154440154,22746.67826,12.5464303695532,107.832322118036,38.1069789741506,31.4098179812466,78,99.1904313292885,0,59.7517926089355,55,0,0,0.112271540469974,0.112271540469974,1.13577023498695,15.8120104438642,1.53524804177546,0.0731070496083551,59.3908048563969,FALSE
"7f9a2bfb-e0f8-4dd3-9aad-991db4caf9bf","C6J068","1.0.0","2026-06-05 15:16:18+00","2026-06-05 15:23:20+00",442,5,34,"",435,34,11891,"win",8,4804,"FALSE","FALSE","FALSE","C0_baseline",37,37,1,860,0.351020408163265,52,0.0212244897959184,41021.03042,16.743277722449,163.855102040816,48.3735087628592,30.0036734693878,73,143.84073015102,0,59.8448979591837,54,0,0,0.0769230769230769,0.083710407239819,0.984162895927602,26.9027149321267,1.94570135746606,0.117647058823529,92.8077611312217,FALSE
"8049f7ab-ed9a-40c6-ac11-bb00a01272eb","C5D722","1.0.0","2026-06-04 19:13:34+00","2026-06-04 19:23:01+00",599,5,37,"enemy",434,299.21333333334,17700,"death",0,7884,"FALSE","FALSE","TRUE","C3_recoil",268,299.213333333341,1.11646766169157,1041,0.285049288061336,18,0.00492880613362541,41507.30574,11.3656368400876,97.5082146768894,15.589614715535,37.3458378970427,99,93.3425258023001,0,59.9975355969332,57,0,0.241511500547645,0.499521424596561,0.447412353923205,0.724540901502504,29.5492487479132,1.73789649415693,0.0300500834724541,69.2943334557596,TRUE
"81897b06-fd81-4935-9f3e-1c168deb59e9","C6E800","1.0.0","2026-06-05 15:20:58+00","2026-06-05 15:30:29+00",582,5,37,"",435,383,18914,"win",77,22917,"FALSE","FALSE","FALSE","C0_baseline",383,383,1,1144,0.263594470046083,35,0.00806451612903226,53945.35738,12.4298058479263,121.503456221198,42.8133553271243,44.6152073732719,116,65.0056787119816,0,57.915668202765,50,0,0.00599078341013825,0.65807560137457,0.65807560137457,0.747422680412371,32.4982817869416,1.96563573883162,0.0601374570446735,92.6896174914089,FALSE
"81b98eed-3c9b-4dac-a7cf-101b8d758192","C22732","1.0.0","2026-06-08 16:32:13+00","2026-06-08 16:35:21+00",216,4,22,"enemy",403,98.5584192329947,1192,"death",2,3886,"TRUE","TRUE","TRUE","C7_all",31,98.5584192329947,3.17930384622564,468,0.332386363636364,7,0.00497159090909091,22407.86031,15.914673515625,141.799244318182,48.6082941672875,39.7819602272727,66,81.6179761931818,0,48.7066761363636,41,0.670454545454545,0,0.456288977930531,0.143518518518519,1.86574074074074,5.51851851851852,2.16666666666667,0.0324074074074074,103.740094027778,TRUE
"858e8d70-6151-46c8-ae86-08a6672d77f6","C6F087","1.0.0","2026-06-09 14:00:31+00","2026-06-09 14:08:14+00",485,5,38,"",435,236,24899,"win",12,13678,"FALSE","TRUE","TRUE","C6_zoom_recoil",236,236,1,490,0.20536462699078,23,0.009639564124057,31287.86784,13.1131047108131,112.757753562448,38.8268962816698,32.3981559094719,91,75.1450679450964,0,59.2854149203688,54,0,0,0.48659793814433,0.48659793814433,0.896907216494845,51.3381443298969,1.01030927835052,0.0474226804123711,64.5110677113402,FALSE
