"player_id","run_id","supabase_row_number","cond","shake","zoom","recoil","n_effects","imm_total","imm_atraccion","imm_foco","imm_presencia","end_reason","ingame_survival_s","total_kills","kill_rate","kills_per_min","input_total","input_rate","inputs_per_min","dmg_per_min_2m","hits_per_min_2m","damage_amount_per_min_2m","dmg_per_min","hits_per_min","enemies_mean","fps_mean","bg_frequency","bg_hours_7d","bg_experience","imm_q1","imm_q2","imm_q3","imm_q4","imm_q5","imm_q6","imm_q7","imm_q8","imm_q9","imm_q10","imm_q11","imm_q12","imm_q13","imm_q14","imm_q15","imm_q16","imm_q17","imm_q18","imm_q19","imm_q20","imm_q21","imm_q22","imm_q23","imm_q24","shake_num","zoom_num","recoil_num","duration_min","hits_total_est","damage_amount_total_est","treatment","Shake","Zoom","Recoil","person_row_index"
"C6H280","0f33c073-f218-41b5-af78-ee891110b44a",13,0,0,0,0,0,2.417,3.5,2.375,1.375,"death",463,434,0.724541,56.242,798,1.33222,103.413,6.5,6.5,6.5,50.179,32.786,33.8171993562,57.0653023684,"Rara vez","Menos de 2 horas","Principiante",4,5,3,3,3,4,3,3,4,4,3,2,2,2,1,1,2,2,1,1,1,2,1,1,0,0,0,7.71666666666667,253,387.214616666667,"Control","Ausente","Ausente","Ausente",1
"C6H469","6f344d23-060f-487f-9a19-960432103187",78,10,0,1,0,1,3.208,4.625,2.875,2.125,"win",221,435,1.228814,118.1,679,1.918079,184.344,3,3,3,8.959,8.959,30.3973890339,59.3624020888,"Diario","Más de 20 horas","Avanzado",5,5,3,5,5,5,5,4,3,3,3,2,1,5,3,3,2,2,3,2,1,3,3,1,0,1,0,3.68333333333333,33,32.9989833333333,"Zoom","Ausente","Presente","Ausente",1
"C6H486","4bfb2dd5-6f1f-475f-8dfa-3073d34d9f8a",54,0,0,0,0,0,3.125,3,4.125,2.25,"death",434,434,0.724541,60,432,0.721202,59.724,6,6,6,25.664,9.539,52.9599424322,57.3674742144,"Varias veces por semana","6–10 horas","Intermedio",2,4,3,2,2,4,3,4,5,4,5,5,4,3,3,4,2,2,2,2,2,3,2,3,0,0,0,7.23333333333333,69,185.636266666667,"Control","Ausente","Ausente","Ausente",1
"C6H502","70148665-4c49-4e80-9e8d-bfddc9aaebd0",82,110,1,1,0,2,2.875,3.75,2.875,2,"win",299,435,1.068796,87.291,691,1.697789,138.662,7.5,7.5,7.5,37.124,37.124,34.8448993754,57.3240804997,"Diario","11–20 horas","Avanzado",4,3,4,5,4,4,4,2,5,4,2,1,1,5,3,2,2,3,2,2,1,2,2,2,1,1,0,4.98333333333333,185,185.001266666667,"Shake + Zoom","Presente","Presente","Ausente",1
"C6H576","168647f2-0e56-4d4d-8b84-b57b16dc88ff",19,100,1,0,0,1,3.833,4.875,3.625,3,"win",385,435,0.896907,67.792,887,1.828866,138.234,3.5,3.5,3.5,9.195,9.351,48.1316348195,58.6207537155,"Varias veces por semana","2–5 horas","Intermedio",5,5,5,5,5,5,5,4,4,3,4,3,2,4,4,5,3,3,3,3,1,5,4,2,1,0,0,6.41666666666667,60,59.00125,"Shake","Presente","Ausente","Ausente",1
"C6H626","b329c955-b2ea-4ee5-a9a9-c23be8ef1b97",126,110,1,1,0,2,3.167,3.75,3.25,2.5,"death",437,434,0.724541,59.588,1056,1.762938,144.989,5.5,5.5,5.5,18.124,7.963,49.9417126409,57.2074838091,"Diario","2–5 horas","Intermedio",5,4,4,5,3,4,3,2,2,4,3,4,2,4,4,3,1,4,3,1,1,4,4,2,1,1,0,7.28333333333333,58,132.003133333333,"Shake + Zoom","Presente","Presente","Ausente",1
"C6H934","12a9ff81-ed85-4e81-b71e-625079debd23",16,10,0,1,0,1,2.917,3.375,2.5,2.875,"death",387,434,0.724541,67.287,894,1.492487,138.605,11.5,11.5,11.5,44.341,28.992,35.8025588834,45.8104100029,"Diario","Más de 20 horas","Avanzado",5,3,1,5,5,4,3,1,2,2,1,1,1,5,5,3,4,2,4,3,1,3,4,2,0,1,0,6.45,187,285.99945,"Zoom","Ausente","Presente","Ausente",1
"C6J068","7f9a2bfb-e0f8-4dd3-9aad-991db4caf9bf",93,0,0,0,0,0,3.792,4.25,3.75,3.375,"win",250,435,0.984163,104.4,860,1.945701,206.4,3.5,3.5,3.5,8.16,8.88,30.0036734694,59.8448979592,"Una vez por semana","Menos de 2 horas","Intermedio",4,4,3,5,5,5,5,3,5,5,3,3,2,4,4,4,3,3,4,4,2,4,4,3,0,0,0,4.16666666666667,37,34,"Control","Ausente","Ausente","Ausente",1
"C6J145","7a2a5f50-6269-4136-867f-01efe12eb3b1",90,111,1,1,1,3,2.917,4.75,1.75,2.25,"win",231,435,1.118252,112.987,613,1.575835,159.221,1,1,1,5.455,5.714,45.5138516533,58.6474530831,"Varias veces por semana","2–5 horas","Avanzado",5,5,5,5,5,5,5,3,3,2,1,1,1,2,3,1,3,2,1,3,1,5,2,1,1,1,1,3.85,22,21.00175,"Shake + Zoom + Recoil","Presente","Presente","Presente",1
"C6J149","3b58d74b-cc08-487e-9868-de651ad91a67",44,0,0,0,0,0,3.5,4.75,4.125,1.625,"win",205,435,1.294643,127.317,349,1.03869,102.146,5.5,5.5,5.5,13.756,13.756,29.2949152542,59.2033898305,"Rara vez","Menos de 2 horas","Intermedio",5,5,3,5,5,5,5,5,5,5,5,5,1,5,3,4,2,1,3,1,1,1,3,1,0,0,0,3.41666666666667,47,46.9996666666667,"Control","Ausente","Ausente","Ausente",1
"C6J186","634e38f9-b18e-4f50-9032-7a9cd74c0cb3",69,100,1,0,0,1,2.583,4.375,2.375,1,"win",158,435,1.55914,165.19,316,1.132616,120,2.5,2.5,2.5,16.329,18.608,28.0176340926,59.9970609846,"Diario","11–20 horas","Experto",5,5,2,5,5,5,5,3,1,3,1,1,1,5,5,2,1,1,1,1,1,1,1,1,1,0,0,2.63333333333333,49,42.9997,"Shake","Presente","Ausente","Ausente",1
"C6J251","5ad6173a-e8c5-467c-84e4-239f7bafba3f",65,1,0,0,1,1,3.458,4.875,2.5,3,"win",158,435,1.208333,165.19,567,1.575,215.316,5.5,5.5,5.5,8.354,8.734,26.3877822045,59.5710491368,"Diario","6–10 horas","Intermedio",5,5,5,5,5,5,5,4,4,5,1,3,1,3,1,2,3,3,3,3,1,3,5,3,0,0,1,2.63333333333333,23,21.9988666666667,"Recoil","Ausente","Ausente","Presente",1
"C6J409","0c5e03c1-121d-4c92-affb-7ee2298844f7",12,1,0,0,1,1,3.833,4.625,3,3.875,"win",266,435,1.058394,98.12,286,0.695864,64.511,20.5,20.5,20.5,26.842,26.842,29.5017391304,59.3991304348,"Varias veces por semana","Menos de 2 horas","Intermedio",5,5,4,4,5,5,5,4,3,5,2,2,2,4,4,2,4,3,3,5,5,4,3,4,0,0,1,4.43333333333333,119,118.999533333333,"Recoil","Ausente","Ausente","Presente",1
"C6J480","af37841a-5da4-4b27-b085-5b56eaba9bf3",122,1,0,0,1,1,3.667,3.875,3.625,3.5,"death",411,434,0.724541,63.358,780,1.30217,113.869,5.5,5.5,5.5,40.218,32.409,37.5470661673,59.9011235955,"Diario","6–10 horas","Experto",3,5,3,5,5,5,4,1,5,5,4,3,1,5,5,1,4,3,5,3,1,3,5,4,0,0,1,6.85,222,275.4933,"Recoil","Ausente","Ausente","Presente",1
"C6J565","cacce394-6c33-4073-8334-66ead8905bb1",142,100,1,0,0,1,3.75,4,3.875,3.375,"win",299,435,1,87.291,853,1.96092,171.171,4,4,4,15.251,15.251,38.2725512969,59.5203252033,"Varias veces por semana","6–10 horas","Intermedio",4,5,2,5,4,5,5,2,4,5,4,4,1,5,5,3,4,3,4,5,1,4,4,2,1,0,0,4.98333333333333,76,76.0008166666667,"Shake","Presente","Ausente","Ausente",1
"C6J755","f598cc70-cae8-420e-be86-d7c0aaab814f",170,111,1,1,1,3,4.083,4.25,4,4,"death",345,434,0.724541,75.478,759,1.267112,132,6,6,6,19.948,11.652,32.8282282282,58.8081081081,"Una vez por semana","2–5 horas","Intermedio",5,4,3,4,4,5,5,4,3,5,4,5,4,4,4,3,5,4,4,4,2,4,5,4,1,1,1,5.75,67,114.701,"Shake + Zoom + Recoil","Presente","Presente","Presente",1
"C6J781","b7927167-a7db-4e53-8ca9-c44109513a9c",128,11,0,1,1,2,3.333,4,3.25,2.75,"death",350,434,0.724541,74.4,281,0.469115,48.171,21.5,21.5,21.5,69.058,28.971,34.7833001988,59.4082173625,"Varias veces por semana","2–5 horas","Intermedio",3,4,4,5,3,4,4,5,5,5,2,2,2,4,4,2,1,3,4,2,2,3,3,4,0,1,1,5.83333333333333,169,402.838333333333,"Zoom + Recoil","Ausente","Presente","Presente",1
"C6J969","a8d1c687-19dd-45e2-9790-065afb18364c",120,10,0,1,0,1,3.583,4.25,3.375,3.125,"win",132,435,1.515679,197.727,315,1.097561,143.182,7.5,7.5,7.5,10.455,10.455,26.7324171382,58.2109943411,"Varias veces por semana","6–10 horas","Intermedio",5,5,4,4,5,4,4,3,4,5,2,2,1,5,4,4,3,3,4,2,2,5,5,1,0,1,0,2.2,23,23.001,"Zoom","Ausente","Presente","Ausente",1
"C6J976","ceab0b07-b184-4685-b87a-c7114da64c24",146,11,0,1,1,2,3.625,4.5,2.5,3.875,"win",317,435,0.887755,82.334,1443,2.944898,273.123,3,3,3,10.221,10.221,44.1504339441,59.8948891032,"Diario","Más de 20 horas","Avanzado",5,5,4,5,5,5,4,3,2,1,2,3,2,4,3,3,5,3,3,5,3,5,3,4,0,1,1,5.28333333333333,54,54.00095,"Zoom + Recoil","Ausente","Presente","Presente",1
"C6K050","288dd9db-2943-40d4-bfae-52d4a488fa95",31,0,0,0,0,0,3.75,4.25,3.875,3.125,"win",181,435,0.761821,144.199,328,0.574431,108.729,4,4,4,43.425,43.757,32.6400255754,59.9936061381,"Diario","11–20 horas","Intermedio",5,5,1,5,5,5,5,3,1,5,5,5,1,5,5,4,1,4,4,4,1,3,4,4,0,0,0,3.01666666666667,132,130.99875,"Control","Ausente","Ausente","Ausente",1
"C6K100","342b9a7e-5e72-4d0d-b90e-57947496b99e",37,110,1,1,0,2,3.417,4.75,3.125,2.375,"death",395,434,0.724541,65.924,942,1.572621,143.089,5.5,5.5,5.5,18.835,7.595,39.8712164477,46.1193603655,"Varias veces por semana","6–10 horas","Avanzado",5,4,4,5,5,5,5,5,5,4,2,2,1,5,5,1,3,2,3,2,1,5,2,1,1,1,0,6.58333333333333,50,123.997083333333,"Shake + Zoom","Presente","Presente","Ausente",1
"C6K468","2c88a764-84ed-44a1-b1c1-f2448c972218",33,100,1,0,0,1,4.083,4.625,3.625,4,"win",267,435,1.066176,97.753,606,1.485294,136.18,5,5,5,7.416,7.416,35.1708758732,10.0714669533,"Diario","2–5 horas","Intermedio",5,4,4,5,5,5,4,5,5,3,3,3,3,4,4,4,4,3,5,4,3,5,5,3,1,0,0,4.45,33,33.0012,"Shake","Presente","Ausente","Ausente",1
"C6K596","e9ae714c-6ca4-414d-87d9-e968c35ebfe2",164,1,0,0,1,1,3.333,4.875,3.5,1.625,"win",392,435,0.788043,66.582,817,1.480072,125.051,4,4,4,21.735,21.735,50.1847457627,53.893220339,"Una vez por semana","Menos de 2 horas","Avanzado",5,5,5,5,5,5,5,4,5,3,4,3,2,4,3,4,1,2,3,1,1,2,2,1,0,0,1,6.53333333333333,142,142.002,"Recoil","Ausente","Ausente","Presente",1
"C6K604","7977afbe-8e55-42c2-93d8-26664e97cf4e",87,1,0,0,1,1,3.875,4.5,3.75,3.375,"win",389,435,0.822306,67.095,1079,2.039698,166.427,5.5,5.5,5.5,12.956,13.111,37.2799401198,59.9931137725,"Diario","2–5 horas","Intermedio",4,5,5,4,4,4,5,5,5,3,4,4,2,5,4,3,3,4,3,3,3,4,4,3,0,0,1,6.48333333333333,85,83.9980666666667,"Recoil","Ausente","Ausente","Presente",1
"C6K735","bb33ae0e-0e76-43dc-8d46-8bc833341d89",130,101,1,0,1,2,2.417,2.875,3.375,1,"death",378,434,0.724541,68.889,720,1.202003,114.286,5.5,5.5,5.5,22.189,14.444,50.2833103448,59.9222068966,"Una vez por semana","Menos de 2 horas","Básico",3,3,3,3,2,3,4,2,4,5,4,2,2,4,3,3,1,1,1,1,1,1,1,1,1,0,1,6.3,91,139.7907,"Shake + Recoil","Presente","Ausente","Presente",1
"C6K793","eec8103b-bda3-4b52-8ef4-9a1612e30394",167,110,1,1,0,2,3.917,4,3.375,4.375,"win",125,435,1.459732,208.8,456,1.530201,218.88,6.5,6.5,6.5,12.48,12.48,28.2574626866,60.0018656716,"Diario","Más de 20 horas","Avanzado",5,2,2,5,4,4,5,5,3,3,3,5,2,5,4,2,5,5,3,4,3,5,5,5,1,1,0,2.08333333333333,26,26,"Shake + Zoom","Presente","Presente","Ausente",1
"C6K949","996ab3fb-c28a-4951-a2af-8850a2aaf382",109,10,0,1,0,1,3.042,3.375,3,2.75,"death",161,191,0.868182,71.18,143,0.65,53.292,24.5,24.5,24.5,29.985,30.186,38.8838383838,60.0043290043,"Varias veces por semana","2–5 horas","Principiante",3,5,5,3,1,5,2,3,1,5,1,1,5,5,5,1,1,1,1,4,4,3,3,5,0,1,0,2.68333333333333,81,80.45975,"Zoom","Ausente","Presente","Ausente",1
"C6K956","bd717d47-60ae-4fdb-a0cb-1c515c1c3f27",133,100,1,0,0,1,2.75,3.875,1.875,2.5,"win",240,435,1.121134,108.75,758,1.953608,189.5,4,4,4,22.75,22.75,30.0807153214,59.918318028,"Varias veces por semana","Menos de 2 horas","Avanzado",5,4,3,4,3,5,5,2,3,2,1,1,2,4,1,1,3,2,2,4,3,3,2,1,1,0,0,4,91,91,"Shake","Presente","Ausente","Ausente",1
"C6M132","1004050c-e64e-441a-b2d5-113a08160a55",14,100,1,0,0,1,2.333,3.5,1.875,1.625,"death",332,434,0.933333,78.434,180,0.387097,32.53,20,20,20,46.874,46.988,42.4449217551,59.9374041117,"Rara vez","Menos de 2 horas","Principiante",2,4,4,5,3,4,3,3,4,4,1,1,1,2,1,1,2,1,1,2,1,4,1,1,1,0,0,5.53333333333333,260,259.369466666667,"Shake","Presente","Ausente","Ausente",1
"C6M153","2104ffd8-6435-4041-9c45-5c1f205b0976",26,11,0,1,1,2,2.542,4.375,2,1.25,"win",235,435,1.038186,111.064,304,0.725537,77.617,5,5,5,17.872,17.872,41.6146653543,59.4315944882,"Rara vez","Menos de 2 horas","Básico",5,5,4,5,5,5,5,1,1,5,1,2,2,2,2,1,1,1,2,1,1,1,2,1,0,1,1,3.91666666666667,70,69.9986666666667,"Zoom + Recoil","Ausente","Presente","Presente",1
"C6M259","9cd9cb7a-588c-4e2b-be05-e8bb79f9757f",111,0,0,0,0,0,3.25,3.25,3.75,2.75,"win",128,435,2.208122,203.906,517,2.624365,242.344,5,5,5,8.906,9.375,27.6831844029,56.5101543461,"Diario","2–5 horas","Avanzado",5,4,1,5,5,2,3,1,2,5,4,5,1,5,5,3,4,2,1,4,1,4,5,1,0,0,0,2.13333333333333,20,18.9994666666667,"Control","Ausente","Ausente","Ausente",1
"C6M464","caf16c51-3c9d-4af3-a29b-57ac07f87506",143,0,0,0,0,0,3.833,4.375,3.5,3.625,"win",324,435,0.891393,80.556,527,1.079918,97.593,10.5,10.5,10.5,17.593,17.778,32.0133045667,59.9949658396,"Diario","Más de 20 horas","Avanzado",5,5,1,5,5,5,5,4,2,5,3,3,1,5,5,4,2,4,5,2,2,4,5,5,0,0,0,5.4,96,95.0022,"Control","Ausente","Ausente","Ausente",1
"C6M619","621165b4-b72a-4b51-aca8-8901fdd12de6",68,110,1,1,0,2,3.833,4.5,3.5,3.5,"win",117,435,1.342593,223.077,266,0.820988,136.41,2.051,2.051,1.538,1.538,2.051,26.2566897919,59.7512388503,"Diario","11–20 horas","Intermedio",5,5,3,5,5,5,5,3,5,5,3,4,2,4,3,2,2,3,4,4,3,5,4,3,1,1,0,1.95,4,2.9991,"Shake + Zoom","Presente","Presente","Ausente",1
"C6M649","a0bf9a3f-dcc7-48b9-953c-ec94412c791d",115,10,0,1,0,1,3.417,3.625,3.5,3.125,"death",365,434,0.724541,71.342,204,0.340568,33.534,7,7,7,31.068,18.904,29.7117647059,50.8904024768,"Rara vez","Menos de 2 horas","Principiante",5,5,5,3,4,3,2,2,4,4,4,2,3,4,4,3,5,3,3,3,1,4,3,3,0,1,0,6.08333333333333,115,188.997,"Zoom","Ausente","Presente","Ausente",1
"C6M671","f106d89b-85f7-40bb-9334-c29f021612d0",169,10,0,1,0,1,3.625,4.625,3.375,2.875,"win",175,435,1.494845,149.143,511,1.756014,175.2,9.5,9.5,9.5,22.971,24,28.3606349206,52.6831746032,"Diario","6–10 horas","Intermedio",5,4,4,5,5,5,5,4,4,3,4,3,3,4,3,3,2,3,3,3,2,4,3,3,0,1,0,2.91666666666667,70,66.99875,"Zoom","Ausente","Presente","Ausente",1
"C6M734","47544f88-440c-4c4f-9eff-85ec5f081088",53,1,0,0,1,1,3.875,5,2.625,4,"win",174,435,1.322188,150,310,0.942249,106.897,6,6,6,9.655,9.655,29.8130762783,10.1374685666,"Diario","6–10 horas","Básico",5,5,5,5,5,5,5,5,1,5,1,2,5,1,1,5,5,5,1,5,1,5,5,5,0,0,1,2.9,28,27.9995,"Recoil","Ausente","Ausente","Presente",1
"C6M780","6d229162-2e07-41e4-bc92-6ad11ae33970",75,1,0,0,1,1,3.75,5,3.125,3.125,"win",173,435,1.286982,150.867,823,2.434911,285.434,2.5,2.5,2.5,5.202,5.202,31.2016179216,56.4735532047,"Diario","Más de 20 horas","Experto",5,5,5,5,5,5,5,5,5,5,2,3,1,5,3,1,1,4,5,3,1,5,5,1,0,0,1,2.88333333333333,15,14.9991,"Recoil","Ausente","Ausente","Presente",1
"C6M899","50d353db-3226-48d3-89fd-00a80fcf618d",58,1,0,0,1,1,3.792,3.625,4,3.75,"win",161,435,0.910042,162.112,467,0.976987,174.037,4.5,4.5,4.5,6.335,6.335,30.4530154278,58.3260869565,"Varias veces por mes","2–5 horas","Intermedio",5,5,1,4,5,4,4,1,4,5,4,3,4,4,4,4,5,4,4,3,4,5,4,1,0,0,1,2.68333333333333,17,16.9989166666667,"Recoil","Ausente","Ausente","Presente",1
"C6N030","34d0417c-4143-4fc0-a37a-6017fdc07b44",38,110,1,1,0,2,4.708,4.75,4.5,4.875,"death",335,68,0.148796,12.179,153,0.334792,27.403,4,4,4,27.388,27.403,56.0814763231,59.9972144847,"Rara vez","Menos de 2 horas","Principiante",5,5,3,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,1,1,0,5.58333333333333,153,152.916333333333,"Shake + Zoom","Presente","Presente","Ausente",1
"C6N099","cebb591f-f29d-4a40-a655-6e05d5f87ad2",147,110,1,1,0,2,3.208,4,2.75,2.875,"win",354,435,0.964523,73.729,329,0.72949,55.763,16.5,16.5,16.5,36.441,36.61,35.5705863085,59.6262692434,"Varias veces por semana","Menos de 2 horas","Intermedio",4,4,5,4,3,4,4,4,4,4,2,2,2,4,3,1,3,3,3,3,2,3,4,2,1,1,0,5.9,216,215.0019,"Shake + Zoom","Presente","Presente","Ausente",1
"C6N171","e5f697dc-6c6a-44a9-b2d4-33a751744ed0",159,100,1,0,0,1,3.958,4.625,4.25,3,"win",265,435,1.112532,98.491,599,1.531969,135.623,10.5,10.5,10.5,16.075,16.075,34.4052564646,45.5468418822,"Diario","Más de 20 horas","Intermedio",5,5,4,5,5,5,5,3,5,5,5,3,1,5,5,5,4,3,4,1,1,5,3,3,1,0,0,4.41666666666667,71,70.9979166666667,"Shake","Presente","Ausente","Ausente",1
"C6N196","2303b01f-fa08-4f77-bc3a-7a0d5f6d678b",27,10,0,1,0,1,3.417,4.75,3.375,2.125,"win",120,435,1.163102,217.5,562,1.502674,281,8.5,8.5,8.5,12,12.5,25.0839760069,57.6289631534,"Diario","Más de 20 horas","Intermedio",5,5,4,5,4,5,5,5,3,3,4,2,3,4,4,4,1,2,3,1,1,4,3,2,0,1,0,2,25,24,"Zoom","Ausente","Presente","Ausente",1
"C6N290","262290b4-7470-4bf4-b2bf-279c0874fdc2",30,111,1,1,1,3,3.917,4.75,3.75,3.25,"win",178,435,1.338462,146.629,307,0.944615,103.483,4,4,4,8.764,8.764,30.9797385621,59.9052287582,"Diario","Más de 20 horas","Avanzado",5,5,3,5,5,5,5,5,5,5,3,5,1,5,5,1,3,3,5,1,1,5,5,3,1,1,1,2.96666666666667,26,25.9998666666667,"Shake + Zoom + Recoil","Presente","Presente","Presente",1
"C6N291","79cce2e0-a462-4d63-81d1-e8d2ee2a09fc",88,1,0,0,1,1,4.917,4.75,5,5,"win",258,435,1.12987,101.163,92,0.238961,21.395,17,17,17,21.628,21.628,33.3688230009,59.5606469003,"Rara vez","Menos de 2 horas","Principiante",5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,4.3,93,93.0004,"Recoil","Ausente","Ausente","Presente",1
"C6N421","65b2d718-b1e1-4b2e-90c8-b45bf09c8a0c",70,0,0,0,0,0,5,5,5,5,"win",224,435,1.101266,116.518,759,1.921519,203.304,6,6,6,18.214,18.75,33.8750650703,60.0005205622,"Diario","2–5 horas","Experto",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,3.73333333333333,70,67.9989333333333,"Control","Ausente","Ausente","Ausente",1
"C6N594","93bad4a3-b6cc-4716-8212-ae631efe5f35",106,111,1,1,1,3,2.792,3.625,3.125,1.625,"win",154,435,1.515679,169.481,491,1.710801,191.299,9.5,9.5,9.5,11.688,11.688,29.1509715994,59.355754858,"Varias veces por semana","6–10 horas","Avanzado",5,4,3,3,4,3,4,3,2,3,4,2,3,4,4,3,2,1,1,2,1,2,2,2,1,1,1,2.56666666666667,30,29.9992,"Shake + Zoom + Recoil","Presente","Presente","Presente",1
"C6N647","6ed179b4-89b7-43c6-822a-653ff5ce4b9d",77,110,1,1,0,2,3.208,3.5,3,3.125,"win",379,435,0.866534,68.865,1055,2.101594,167.018,29,29,29,71.873,71.873,35.893692224,58.5038064165,"Rara vez","2–5 horas","Avanzado",3,2,4,4,4,4,4,3,5,2,2,4,2,3,4,2,4,3,3,4,2,4,2,3,1,1,0,6.31666666666667,454,453.997783333333,"Shake + Zoom","Presente","Presente","Ausente",1
"C6N678","38d8b32c-4188-4206-833f-551f5c7cbd9b",42,100,1,0,0,1,3.375,4.5,3.5,2.125,"death",441,434,0.724541,59.048,767,1.280467,104.354,9.5,9.5,9.5,30.967,14.286,52.4557894737,59.3826315789,"Varias veces por mes","Menos de 2 horas","Intermedio",5,5,4,5,4,5,5,3,5,5,3,4,3,2,4,2,2,2,2,1,1,4,3,2,1,0,0,7.35,105,227.60745,"Shake","Presente","Ausente","Ausente",1
"C6N732","613255d8-47d3-42be-8925-4e006c72eb2f",67,10,0,1,0,1,3.417,4.375,3,2.875,"win",185,435,1.359375,141.081,681,2.128125,220.865,4,4,4,9.73,10.054,29.3141910547,59.8558807289,"Varias veces por semana","11–20 horas","Intermedio",5,4,4,4,4,5,5,4,3,3,4,3,2,4,3,2,4,3,3,2,2,4,3,2,0,1,0,3.08333333333333,31,30.0008333333333,"Zoom","Ausente","Presente","Ausente",1
"C6N926","4051b7aa-e01a-4aa7-9892-f783d98cb3c2",48,1,0,0,1,1,3.333,4.75,2.5,2.75,"win",159,435,1.593407,164.151,204,0.747253,76.981,3.5,3.5,3.5,10.189,10.566,25.6399217221,56.9197651663,"Rara vez","Menos de 2 horas","Avanzado",4,5,4,5,5,5,5,5,1,4,1,2,1,4,4,3,2,3,3,3,2,3,3,3,0,0,1,2.65,28,27.00085,"Recoil","Ausente","Ausente","Presente",1
"C6P270","dc71cb76-5231-40eb-9cb1-dd33e312d796",153,111,1,1,1,3,4.042,4.5,3.625,4,"win",328,435,0.89876,79.573,716,1.479339,130.976,6.5,6.5,6.5,5.854,5.854,34.7633991537,59.1593794076,"Varias veces por mes","Menos de 2 horas","Intermedio",5,5,4,4,3,5,5,5,5,5,3,3,2,4,4,3,5,4,5,5,3,4,2,4,1,1,1,5.46666666666667,32,32.0018666666667,"Shake + Zoom + Recoil","Presente","Presente","Presente",1
"C6P283","866ae6ff-f11a-48a5-80c4-82cc30f73382",98,1,0,0,1,1,3.958,4.625,3.75,3.5,"death",398,434,0.724541,65.427,744,1.24207,112.161,8.5,8.5,8.5,35.123,26.985,34.855393586,59.544606414,"Diario","11–20 horas","Intermedio",5,5,3,5,5,5,5,4,4,4,3,4,3,4,4,4,4,4,4,3,1,4,5,3,0,0,1,6.63333333333333,179,232.982566666667,"Recoil","Ausente","Ausente","Presente",1
"C6P414","b2ea2a8d-0698-437a-ab5a-fe0d53f8e384",125,11,0,1,1,2,3.125,5,1.875,2.5,"win",138,435,1.494845,189.13,336,1.154639,146.087,3,3,3,5.652,6.087,29.7328548644,56.5326953748,"Diario","Más de 20 horas","Intermedio",5,5,5,5,5,5,5,5,1,5,1,1,1,4,1,1,3,2,3,3,1,3,1,4,0,1,1,2.3,14,12.9996,"Zoom + Recoil","Ausente","Presente","Presente",1
"C6P512","6f93e1ac-02d4-4851-9145-f230dc3f0436",81,0,0,0,0,0,3.667,4.25,2.875,3.875,"win",363,435,0.759162,71.901,750,1.308901,123.967,10,10,10,58.512,58.678,38.9768767818,59.035159962,"Varias veces por semana","2–5 horas","Básico",4,5,4,4,4,5,5,3,4,4,1,3,2,4,4,1,5,5,4,3,3,4,4,3,0,0,0,6.05,355,353.9976,"Control","Ausente","Ausente","Ausente",1
"C6P592","a87a8604-d3a5-44e7-935f-4c2dc8365229",119,101,1,0,1,2,4.583,5,4.25,4.5,"win",187,435,1.570397,139.572,668,2.411552,214.332,5.5,5.5,5.5,9.305,9.305,36.8652526513,60.0168434186,"Varias veces por semana","11–20 horas","Intermedio",5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,3,4,4,4,5,5,5,5,4,1,0,1,3.11666666666667,29,29.0005833333333,"Shake + Recoil","Presente","Ausente","Presente",1
"C6P601","547c202d-b1b3-4c60-99a5-8ea4b22b788b",63,111,1,1,1,3,3.5,5,2.875,2.625,"win",97,435,2.326203,269.072,51,0.272727,31.546,12.99,12.99,12.371,12.371,12.99,20.9964028777,60.0119904077,"Diario","2–5 horas","Intermedio",5,5,5,5,5,5,5,5,5,4,4,1,2,2,2,3,4,1,2,4,4,4,1,1,1,1,1,1.61666666666667,21,19.9997833333333,"Shake + Zoom + Recoil","Presente","Presente","Presente",1
"C6P845","12b80902-760c-44ca-ad02-905a58cf4b1e",17,101,1,0,1,2,2.5,3.375,2.625,1.5,"death",495,434,0.724541,52.606,654,1.09182,79.273,11,11,11,19.117,10.545,48.4488170532,59.8186929023,"Rara vez","Menos de 2 horas","Principiante",3,3,3,4,4,5,3,2,3,4,4,2,3,2,1,2,3,2,1,1,1,2,1,1,1,0,1,8.25,87,157.71525,"Shake + Recoil","Presente","Ausente","Presente",1
"C6P847","c3d2f2ab-c4ef-4536-8eb3-12b6f72ca721",138,110,1,1,0,2,2.917,4.625,2.875,1.25,"win",231,435,1.239316,112.987,430,1.225071,111.688,7,7,7,25.714,25.714,31.0578324226,56.6183970856,"Diario","Más de 20 horas","Avanzado",4,5,3,5,5,5,5,5,4,5,5,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,0,3.85,99,98.9989,"Shake + Zoom","Presente","Presente","Ausente",1
