id,player_id,build_version,started_at,ended_at,duration_seconds,final_round,final_level,death_enemy,total_kills,total_damage_taken,total_xp,end_reason,dodges_used,heals_used
cf52f8cf-aaac-444a-9853-d4fbc5494dd9,765601,1.0.0,2026-06-04 19:24:40+00,2026-06-04 19:27:42+00,200,2,6,archer,35,50.0,45,death,0,0
d08df0f6-36e9-4919-8801-dcc3a2f1e5a7,C15017,1.0.0,2026-06-05 19:25:12+00,2026-06-05 19:27:21+00,135,1,1,enemy,0,50.0,0,death,0,0
d22d43eb-6955-462a-9698-b927a778bb5a,C6D245,1.0.0,2026-06-05 15:24:33+00,2026-06-05 15:24:34+00,6,1,1,enemy,0,50.0,0,death,0,0
d4278cff-e28c-4a9e-bfb9-0f0b9f7256e8,765601,1.0.0,2026-06-04 19:37:25+00,2026-06-04 19:45:04+00,470,5,28,king,434,147.773333333323,3596,death,35,11157
d7c646c1-4ab1-4f92-87f1-1a441d2a214e,C6H036,1.0.0,2026-06-08 16:18:13+00,2026-06-08 16:22:56+00,295,5,31,,435,39.0,6760,win,0,3126
dc71cb76-5231-40eb-9cb1-dd33e312d796,C6P270,1.0.0,2026-06-05 19:19:23+00,2026-06-05 19:27:14+00,484,5,29,,435,32.0,4834,win,6,1008
dd46af74-5e44-481c-961c-44a1df094eb7,C6F221,1.0.0,2026-06-09 13:18:04+00,2026-06-09 13:27:41+00,597,5,33,,435,93.0,10030,win,16,1076
dea2b6e9-a2ee-456a-a159-a4ff9e9d71d5,C4E990,1.0.0,2026-06-04 19:16:12+00,2026-06-04 19:22:03+00,355,1,1,enemy,1,50.0,0,death,0,0
e31732b1-438f-479a-8775-5b6ba5b93d43,C6N196,1.0.0,2026-06-05 19:28:44+00,2026-06-05 19:32:21+00,225,4,18,enemy,235,117.5,562,death,0,788
e509480d-9abc-448c-99a2-b370493a7de2,C6F831,1.0.0,2026-06-08 16:17:56+00,2026-06-08 16:20:31+00,165,3,19,zombie,166,53.47,769,death,7,102
e52a645d-d3b4-4cc1-bf7b-b03308db922c,C6J409,1.0.0,2026-06-09 13:25:56+00,2026-06-09 13:28:51+00,187,1,1,enemy,0,50.0,0,death,0,0
e5f697dc-6c6a-44a9-b2d4-33a751744ed0,C6N171,1.0.0,2026-06-08 16:11:52+00,2026-06-08 16:18:14+00,391,5,30,,435,71.0,5600,win,5,3519
e772dbc8-d74c-4d97-9993-ee6e996bbf89,C5F936,1.0.0,2026-06-04 19:13:41+00,2026-06-04 19:18:57+00,335,5,36,,435,58.0,15918,win,7,3946
e7a3224f-83fb-4c12-8455-7055cd163174,C6E428,1.0.0,2026-06-08 16:34:17+00,2026-06-08 16:41:23+00,435,5,38,,435,211.0,24116,win,7,9058
e8892054-5eeb-4a73-888c-042ff814e38b,C6E248,1.0.0,2026-06-05 15:25:00+00,2026-06-05 15:30:41+00,352,5,27,,435,29.0,3106,win,1,3214
e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,C6F410,1.0.0,2026-06-15 19:21:35+00,2026-06-15 19:28:58+00,456,5,32,,435,28.0,8146,win,2,1804
e9ae714c-6ca4-414d-87d9-e968c35ebfe2,C6K596,1.0.0,2026-06-15 19:29:18+00,2026-06-15 19:38:19+00,552,5,33,,435,142.0,8580,win,18,7318
eb6ae233-5b63-4bfa-b563-5d9dab5e9da8,C6D717,1.0.0,2026-06-08 16:22:23+00,2026-06-08 16:32:10+00,599,5,33,enemy,434,306.723149961874,9583,death,27,15431
eca21d22-361e-4144-ac20-b2387c331e66,C6P270,1.0.0,2026-06-05 20:28:50+00,2026-06-05 20:33:28+00,115,5,31,,435,79.0,6328,win,11,5405
eec8103b-bda3-4b52-8ef4-9a1612e30394,C6K793,1.0.0,2026-06-04 19:23:17+00,2026-06-04 19:27:57+00,298,5,27,,435,26.0,3393,win,0,1379
f09784ea-cb6a-4d4f-8b68-c36060821e1a,C6D245,1.0.0,2026-06-05 15:15:05+00,2026-06-05 15:24:27+00,593,5,36,king,434,231.64996900002,17273,death,40,16318
f106d89b-85f7-40bb-9334-c29f021612d0,C6M671,1.0.0,2026-06-15 19:27:44+00,2026-06-15 19:32:14+00,291,5,33,,435,67.0,8597,win,3,4663
f598cc70-cae8-420e-be86-d7c0aaab814f,C6J755,1.0.0,2026-06-09 13:19:38+00,2026-06-09 13:29:27+00,599,5,32,enemy,434,114.699289194445,7098,death,0,4527
f5a67edd-38e5-474f-b534-8a441e3b4aa9,C6D595,1.0.0,2026-06-15 19:18:00+00,2026-06-15 19:31:05+00,600,5,34,,435,367.0,10457,win,24,26831
f71018c8-d3bc-48d5-a035-7382d9ac5e63,C6E049,1.0.0,2026-06-09 13:32:32+00,2026-06-09 13:40:42+00,509,5,31,,435,50.0,6946,win,1,4435
fa29c145-da90-4e54-ab17-34b98261236e,C27171,1.0.0,2026-06-04 19:19:42+00,2026-06-04 19:23:35+00,242,5,29,,435,12.0,4372,win,1,1132
fb7c8cf5-1b21-4341-97b6-8afa63bbea89,C6F377,1.0.0,2026-06-08 16:16:22+00,2026-06-08 16:21:16+00,308,5,29,,435,34.0,4274,win,5,2284
fd1e77bb-7d0a-4c7f-8dbc-66e1a1900f98,C6M259,1.0.0,2026-06-09 14:07:46+00,2026-06-09 14:10:12+00,153,5,26,,435,8.0,2465,win,0,0
fd75850e-6df8-4c86-8241-884da7ee6142,C6E014,1.0.0,2026-06-08 16:07:13+00,2026-06-08 16:15:30+00,504,5,37,,435,301.0,20069,win,76,12983
fd8976ed-c72b-47f5-8112-90818cd423af,C6F377,1.0.0,2026-06-08 16:21:33+00,2026-06-08 16:26:08+00,291,1,2,enemy,5,50.0,5,death,0,0
ff88ce7e-63bb-4894-ba60-e505d88d3aa7,C27336,1.0.0,2026-06-08 16:30:01+00,2026-06-08 16:30:05+00,7,1,1,enemy,0,50.0,0,death,0,0
