id,run_id,game_time_seconds,round,enemy_type,damage_type,damage_amount,hp_before_hit,hp_after_hit
023ee10c-4362-4a8f-b059-3d9b5e3a2b1b,af37841a-5da4-4b27-b085-5b56eaba9bf3,158,5,necromancer,following_projectile,1.0,98.486084899999,97.486084899999
023fc86c-a9e5-4716-8ac5-d2024fbd05cb,6f7225e5-b6d0-4c5c-aa6a-bbe232c5997d,247,5,archer,contact,1.0,46.9442685232387,45.9442685232387
02408b9e-96f0-479d-8960-d3e5d688f7fe,1a01298c-1951-4c77-a8ee-89a3dddad435,35,2,archer,arrow,1.0,96.0333295999986,95.0333295999986
0259c36a-46db-48b4-9204-90b37c448835,6f7225e5-b6d0-4c5c-aa6a-bbe232c5997d,121,4,necromancer,contact,1.0,90.640449822225,89.640449822225
025a23d8-08bb-4475-861b-5ecc4b80d8b8,32d9bf5b-89d1-4916-895e-c95307c39b07,173,5,king,arrow,1.0,12.6291521555554,11.6291521555554
025a8dc9-8a98-4186-9a35-3a17ea3e52d0,e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,68,3,enemy,contact,1.0,49.3099876,48.3099876
025c43ad-85d7-4e5b-8194-63da004a274f,caf16c51-3c9d-4af3-a29b-57ac07f87506,146,4,enemy,contact,1.0,74.0916666666668,73.0916666666668
025f7348-3653-4790-8ddf-f68ca9ce4871,6f7225e5-b6d0-4c5c-aa6a-bbe232c5997d,247,5,knight_attacker,contact,1.0,48.4092883232387,47.4092883232387
0265a164-ab67-405e-ade3-5f29531c8297,388b99ba-74c4-48c0-aad0-6171c19d2178,1,1,enemy,contact,50.0,50.0,0.0
0270b8d6-cb19-464b-bbf1-aa9cf364de5a,f106d89b-85f7-40bb-9334-c29f021612d0,105,4,enemy,contact,1.0,75.0,74.0
0274d8c2-9069-405a-bd83-e3919a7b31c8,e772dbc8-d74c-4d97-9993-ee6e996bbf89,203,5,king,arrow,1.0,90.0650000000027,89.0650000000027
027b1a0b-0d84-492a-9b1a-fc66e2354731,6ed179b4-89b7-43c6-822a-653ff5ce4b9d,187,5,zombie,contact,1.0,106.8894855,105.8894855
02823781-0090-47e2-b62e-221cd51020db,1004050c-e64e-441a-b2d5-113a08160a55,30,1,archer,arrow,1.0,44.0,43.0
028502df-1846-457f-af3f-aa9212ad6005,866ae6ff-f11a-48a5-80c4-82cc30f73382,359,5,king,arrow,1.0,55.0750000000003,54.0750000000003
0285cec4-0719-4dc8-8cd6-ac730529c27f,af37841a-5da4-4b27-b085-5b56eaba9bf3,204,5,knight_attacker,contact,1.0,93.0999783999987,92.0999783999987
0286371a-d338-45b8-aa67-a786f06254dd,8c8dc550-93e5-4ed0-b7de-35848833931a,180,5,king,arrow,1.0,74.7268400000004,73.7268400000004
028bbfca-f295-4c14-aa8a-e7d3f883e573,51e201a5-8671-4003-b7bf-2453a27f8181,311,5,king,arrow,1.0,82.9985319722324,81.9985319722324
028f14c2-1d25-4078-86a5-7eb3c607c6f4,7546a5ef-7cb3-4608-8e5e-89703199492a,200,5,king,arrow,1.0,75.0,74.0
0291ceef-c6e6-4738-a9af-948d706c6a25,f09784ea-cb6a-4d4f-8b68-c36060821e1a,309,5,king,arrow,1.0,26.6889342000131,25.6889342000131
029200c3-2173-4c07-9ce0-ce10707ef5d7,bd4d300a-53d4-4b24-ad46-64d19ab0e84c,178,5,king,arrow,1.0,50.0,49.0
029b23ac-3115-4bd8-bb26-72e895c3da79,39139dd7-19b0-4fa3-9fb3-94f2cdf42553,93,3,archer,arrow,1.0,46.460483,45.460483
029b2947-8b17-45a2-aae9-02c32d602384,6f5d4349-239d-44b8-98da-4828fdc75a5c,146,5,king,arrow,1.0,48.5641666666668,47.5641666666668
02a20a7a-a500-4fce-81be-2301a5ce8c14,692afeaf-88db-4284-976e-beeee8413b96,323,5,necromancer,following_projectile,1.0,75.0,74.0
02a6a070-fba9-46f0-92ec-16edf0ee199b,51e201a5-8671-4003-b7bf-2453a27f8181,437,5,knight_defender,contact,1.0,84.5358803944454,83.5358803944454
02aa4884-ff44-4be1-8e92-6535276c8f92,aa655d65-e325-4f24-aa9d-7f7fc515f2aa,53,3,enemy,contact,1.0,26.0,25.0
02b001fb-53d5-499d-ad29-fbce8bb3ce2f,4548f910-9a55-4100-961c-f382f4bb860c,186,5,king,arrow,1.0,89.679166666667,88.679166666667
02bb6776-4183-480f-beaa-4c6c6ce3383f,f09784ea-cb6a-4d4f-8b68-c36060821e1a,214,5,king,arrow,1.0,25.3815778000036,24.3815778000036
02bc4b87-1b13-415e-9fc8-0f79ccc6baf9,8049f7ab-ed9a-40c6-ac11-bb00a01272eb,392,5,king,arrow,1.0,29.1766666666713,28.1766666666713
02bedb95-ce2e-456d-b29e-52e11f546747,70148665-4c49-4e80-9e8d-bfddc9aaebd0,250,5,king,arrow,1.0,4.57369845064402,3.57369845064402
02cdb7fe-aed2-43bb-bdf5-fbef0926cae7,8049f7ab-ed9a-40c6-ac11-bb00a01272eb,256,5,knight_attacker,contact,1.0,60.0699999999992,59.0699999999992
02cdfb89-e283-40b7-b2b5-cfa4fc356bdb,fd1e77bb-7d0a-4c7f-8dbc-66e1a1900f98,21,1,archer,arrow,1.0,49.0,48.0
02ceb944-7c32-460c-92b4-a64d81b72a96,cacce394-6c33-4073-8334-66ead8905bb1,86,3,necromancer,following_projectile,1.0,74.243324,73.243324
02d11a89-5e5f-41cf-a064-38e5ccd8a61c,39139dd7-19b0-4fa3-9fb3-94f2cdf42553,206,5,king,arrow,1.0,69.3556044,68.3556044
02de97ff-ab04-4be0-80ba-3aca44e8d7d2,81897b06-fd81-4935-9f3e-1c168deb59e9,275,5,knight_defender,contact,1.0,38.4889928000054,37.4889928000054
02e0469e-d249-4b6c-9c72-ca196da8beb7,288dd9db-2943-40d4-bfae-52d4a488fa95,177,5,king,arrow,1.0,274.059932400003,273.059932400003
02edd964-09b0-4e8b-80a4-07ff7380be94,6f344d23-060f-487f-9a19-960432103187,210,5,king,arrow,1.0,216.834290888876,215.834290888876
